"SS","Pos10wrtsRNAStart","DistTerm","Distance","sameStrand","DownDistance","sameDownStrand","ID","Class"
0.964293667879148,0.674698795180723,1,1,0,0,0,"Spy_sRNA924338",TRUE
0.964293667879148,0.739457831325301,0.248,1,0,0,0,"Spy_sRNA728180",TRUE
0.964293667879148,0.707078313253012,0.722,1,0,0,0,"Spy_sRNA1032107",TRUE
0.964293667879148,0.702560240963855,0.308,1,0,0,0,"Spy_sRNA1063616",TRUE
0.959097320169253,0.676957831325301,0.178,1,0,0,0,"Spy_sRNA1167444",TRUE
0.964293667879148,0.697289156626506,0,0.964317258434905,0,0.00730787364450731,0,"Spy_sRNA542268",TRUE
0.964293667879148,0.692771084337349,0,0.974209503621268,0,0.126591230551627,0,"Spy_sRNA1774740",TRUE
0.214534926879964,0.926204819277108,0,0.97226638403109,0,0,1,"RyeF",TRUE
0.886348452230718,0,1,0.927927927927928,1,0.0334747760490335,1,"sRNA01140",TRUE
0.88560611684359,0.725903614457831,0,1,0,0.00141442715700141,1,"Spy_sRNA1718031",TRUE
0.884121446069334,0.749246987951807,0,0.975446034269564,1,0.00730787364450731,1,"Spy_sRNA1571135",TRUE
0.881152104520822,0.734186746987952,0,0.993640699523052,0,0.00223950966525224,1,"Spy_sRNA1222613",TRUE
0.881152104520822,0.749246987951807,0,0.939409998233528,1,0,1,"STnc2040",TRUE
0.0809145571969416,0.904367469879518,0.789,1,1,0.0168552569542669,1,"SsrS",TRUE
0.872986415262416,0.742469879518072,0.016,0.98374845433669,1,0.018976897689769,1,"STnc400",TRUE
0.87150174448816,0.739457831325301,0.124,0.989401165871754,1,0.0196841112682697,1,"Spy_sRNA544833",TRUE
0.87150174448816,0.704066265060241,0,0.995053877406819,0,0.0122583686940123,0,"SraA",TRUE
0,0.74171686746988,0,0.951951951951952,1,0.000589344648750589,0,"RyfA",TRUE
0.865563061391136,0.743975903614458,1,0.993640699523052,1,0.00282885431400283,0,"Spy_sRNA480642",TRUE
0.864820726004009,0.734186746987952,1,0.975975975975976,0,0.000707213578500707,0,"STnc1600",TRUE
0.861851384455497,0,1,0.965907083554142,1,0.00825082508250825,1,"sRNA01035",TRUE
0.861851384455497,0.742469879518072,0.204,0.858152269916976,0,0.00436115040075436,1,"IsrJ",TRUE
0.861851384455497,0.738704819277108,0,0.979508920685391,1,0.0116690240452617,0,"STnc440",TRUE
